Время	Гармоника_1	Гармоника_2	Гармоника_3	Результирующая_гармоника
0.0508	-0.392723	-0.0125655	0.475528	0.0702398
0.0509	-0.414422	0.0251254	0.493844	0.104548
0.051	-0.435711	0.0627171	0.5	0.127006
0.0511	-0.456571	0.100061	0.493844	0.137335
0.0512	-0.47698	0.137011	0.475528	0.135559
0.0513	-0.496918	0.173419	0.445503	0.122004
0.0514	-0.516366	0.209143	0.404508	0.0972856
0.0515	-0.535304	0.244042	0.353553	0.0622909
0.0516	-0.553715	0.277978	0.293893	0.0181557
0.0517	-0.571578	0.310816	0.226995	-0.0337667
0.0518	-0.588878	0.342428	0.154508	-0.091941
0.0519	-0.605596	0.372689	0.0782172	-0.15469
0.052	-0.621717	0.401478	-3.6758e-15	-0.220238
0.0521	-0.637224	0.428684	-0.0782172	-0.286758
0.0522	-0.652102	0.454197	-0.154508	-0.352414
0.0523	-0.666337	0.477918	-0.226995	-0.415414
0.0524	-0.679914	0.499753	-0.293893	-0.474054
0.0525	-0.69282	0.519615	-0.353553	-0.526758
0.0526	-0.705043	0.537427	-0.404508	-0.572124
0.0527	-0.716569	0.553118	-0.445503	-0.608955
0.0528	-0.727389	0.566626	-0.475528	-0.636291
0.0529	-0.737491	0.577898	-0.493844	-0.653437
0.053	-0.746864	0.586889	-0.5	-0.659976
0.0531	-0.755501	0.593563	-0.493844	-0.655782
0.0532	-0.763392	0.597896	-0.475528	-0.641025
0.0533	-0.77053	0.599868	-0.445503	-0.616165
0.0534	-0.776907	0.599474	-0.404508	-0.581942
0.0535	-0.782518	0.596713	-0.353553	-0.539358
0.0536	-0.787356	0.591598	-0.293893	-0.489651
0.0537	-0.791418	0.584147	-0.226995	-0.434266
0.0538	-0.794698	0.574392	-0.154508	-0.374815
0.0539	-0.797194	0.562369	-0.0782172	-0.313042
0.054	-0.798904	0.548127	-1.71451e-15	-0.250776
0.0541	-0.799825	0.531722	0.0782172	-0.189885
0.0542	-0.799956	0.513219	0.154508	-0.132229
0.0543	-0.799298	0.49269	0.226995	-0.0796135
0.0544	-0.797852	0.470216	0.293893	-0.0337429
0.0545	-0.795618	0.445887	0.353553	0.00382277
0.0546	-0.792598	0.419798	0.404508	0.0317082
0.0547	-0.788797	0.392052	0.445503	0.0487588
0.0548	-0.784217	0.362759	0.475528	0.0540708
0.0549	-0.778863	0.332035	0.493844	0.047016
0.055	-0.772741	0.3	0.5	0.0272593
0.0551	-0.765856	0.266781	0.493844	-0.00523032
0.0552	-0.758215	0.232509	0.475528	-0.0501771
0.0553	-0.749826	0.19732	0.445503	-0.107002
0.0554	-0.740696	0.161352	0.404508	-0.174836
0.0555	-0.730836	0.124747	0.353553	-0.252536
0.0556	-0.720255	0.0876498	0.293893	-0.338713
0.0557	-0.708963	0.0502067	0.226995	-0.431761
0.0558	-0.696971	0.0125655	0.154508	-0.529897
0.0559	-0.684291	-0.0251254	0.0782172	-0.6312
0.056	-0.670936	-0.0627171	-6.18981e-19	-0.733654
0.0561	-0.656919	-0.100061	-0.0782172	-0.835198
0.0562	-0.642254	-0.137011	-0.154508	-0.933773
0.0563	-0.626955	-0.173419	-0.226995	-1.02737
0.0564	-0.611037	-0.209143	-0.293893	-1.11407
0.0565	-0.594516	-0.244042	-0.353553	-1.19211
0.0566	-0.577408	-0.277978	-0.404508	-1.25989
0.0567	-0.559731	-0.310816	-0.445503	-1.31605
0.0568	-0.541501	-0.342428	-0.475528	-1.35946
0.0569	-0.522736	-0.372689	-0.493844	-1.38927
0.057	-0.503456	-0.401478	-0.5	-1.40493
0.0571	-0.483679	-0.428684	-0.493844	-1.40621
0.0572	-0.463425	-0.454197	-0.475528	-1.39315
0.0573	-0.442713	-0.477918	-0.445503	-1.36613
0.0574	-0.421565	-0.499753	-0.404508	-1.32583
0.0575	-0.4	-0.519615	-0.353553	-1.27317
0.0576	-0.378041	-0.537427	-0.293893	-1.20936
0.0577	-0.355708	-0.553118	-0.226995	-1.13582
0.0578	-0.333025	-0.566626	-0.154508	-1.05416
0.0579	-0.310012	-0.577898	-0.0782172	-0.966127
0.058	-0.286694	-0.586889	1.71574e-15	-0.873583
0.0581	-0.263093	-0.593563	0.0782172	-0.778439
0.0582	-0.239233	-0.597896	0.154508	-0.68262
0.0583	-0.215136	-0.599868	0.226995	-0.588009
0.0584	-0.190827	-0.599474	0.293893	-0.496408
0.0585	-0.166329	-0.596713	0.353553	-0.409489
0.0586	-0.141668	-0.591598	0.404508	-0.328757
0.0587	-0.116866	-0.584147	0.445503	-0.255511
0.0588	-0.0919497	-0.574392	0.475528	-0.190813
0.0589	-0.0669423	-0.562369	0.493844	-0.135467
0.059	-0.0418688	-0.548127	0.5	-0.089996
0.0591	-0.0167539	-0.531722	0.493844	-0.0546319
0.0592	0.00837743	-0.513219	0.475528	-0.0293129
0.0593	0.0335005	-0.49269	0.445503	-0.0136857
0.0594	0.0585906	-0.470216	0.404508	-0.00711702
0.0595	0.0836228	-0.445887	0.353553	-0.00871073
0.0596	0.108572	-0.419798	0.293893	-0.0173329
0.0597	0.133415	-0.392052	0.226995	-0.0316421
0.0598	0.158126	-0.362759	0.154508	-0.0501251
0.0599	0.182681	-0.332035	0.0782172	-0.071137
0.06	0.207055	-0.3	-3.43087e-15	-0.0929448
0.0601	0.231225	-0.266781	-0.0782172	-0.113773
0.0602	0.255167	-0.232509	-0.154508	-0.13185
0.0603	0.278858	-0.19732	-0.226995	-0.145458
0.0604	0.302273	-0.161352	-0.293893	-0.152972
0.0605	0.325389	-0.124747	-0.353553	-0.152911
0.0606	0.348185	-0.0876498	-0.404508	-0.143973
0.0607	0.370637	-0.0502067	-0.445503	-0.125073
0.0608	0.392723	-0.0125655	-0.475528	-0.0953707
0.0609	0.414422	0.0251254	-0.493844	-0.0542972
0.061	0.435711	0.0627171	-0.5	-0.00157169
0.0611	0.456571	0.100061	-0.493844	0.0627879
0.0612	0.47698	0.137011	-0.475528	0.138462
0.0613	0.496918	0.173419	-0.445503	0.224834
0.0614	0.516366	0.209143	-0.404508	0.321001
0.0615	0.535304	0.244042	-0.353553	0.425793
0.0616	0.553715	0.277978	-0.293893	0.5378
0.0617	0.571578	0.310816	-0.226995	0.655399
0.0618	0.588878	0.342428	-0.154508	0.776797
0.0619	0.605596	0.372689	-0.0782172	0.900067
0.062	0.621717	0.401478	-1.95943e-15	1.0232
0.0621	0.637224	0.428684	0.0782172	1.14412
0.0622	0.652102	0.454197	0.154508	1.26081
0.0623	0.666337	0.477918	0.226995	1.37125
0.0624	0.679914	0.499753	0.293893	1.47356
0.0625	0.69282	0.519615	0.353553	1.56599
0.0626	0.705043	0.537427	0.404508	1.64698
0.0627	0.716569	0.553118	0.445503	1.71519
0.0628	0.727389	0.566626	0.475528	1.76954
0.0629	0.737491	0.577898	0.493844	1.80923
0.063	0.746864	0.586889	0.5	1.83375
0.0631	0.755501	0.593563	0.493844	1.84291
0.0632	0.763392	0.597896	0.475528	1.83682
0.0633	0.77053	0.599868	0.445503	1.8159
0.0634	0.776907	0.599474	0.404508	1.78089
0.0635	0.782518	0.596713	0.353553	1.73278
0.0636	0.787356	0.591598	0.293893	1.67285
0.0637	0.791418	0.584147	0.226995	1.60256
0.0638	0.794698	0.574392	0.154508	1.5236
0.0639	0.797194	0.562369	0.0782172	1.43778
0.064	0.798904	0.548127	2.4431e-16	1.34703
0.0641	0.799825	0.531722	-0.0782172	1.25333
0.0642	0.799956	0.513219	-0.154508	1.15867
0.0643	0.799298	0.49269	-0.226995	1.06499
0.0644	0.797852	0.470216	-0.293893	0.974175
0.0645	0.795618	0.445887	-0.353553	0.887951
0.0646	0.792598	0.419798	-0.404508	0.807888
0.0647	0.788797	0.392052	-0.445503	0.735346
0.0648	0.784217	0.362759	-0.475528	0.671448
0.0649	0.778863	0.332035	-0.493844	0.617054
0.065	0.772741	0.3	-0.5	0.572741
0.0651	0.765856	0.266781	-0.493844	0.538793
0.0652	0.758215	0.232509	-0.475528	0.515196
0.0653	0.749826	0.19732	-0.445503	0.501642
0.0654	0.740696	0.161352	-0.404508	0.49754
0.0655	0.730836	0.124747	-0.353553	0.50203
0.0656	0.720255	0.0876498	-0.293893	0.514012
0.0657	0.708963	0.0502067	-0.226995	0.532174
0.0658	0.696971	0.0125655	-0.154508	0.555028
0.0659	0.684291	-0.0251254	-0.0782172	0.580949
0.066	0.670936	-0.0627171	1.47081e-15	0.608219
0.0661	0.656919	-0.100061	0.0782172	0.635075
0.0662	0.642254	-0.137011	0.154508	0.659752
0.0663	0.626955	-0.173419	0.226995	0.680531
0.0664	0.611037	-0.209143	0.293893	0.695786
0.0665	0.594516	-0.244042	0.353553	0.704027
0.0666	0.577408	-0.277978	0.404508	0.703939
0.0667	0.559731	-0.310816	0.445503	0.694418
0.0668	0.541501	-0.342428	0.475528	0.674601
0.0669	0.522736	-0.372689	0.493844	0.643892
0.067	0.503456	-0.401478	0.5	0.601978
0.0671	0.483679	-0.428684	0.493844	0.54884
0.0672	0.463425	-0.454197	0.475528	0.484756
0.0673	0.442713	-0.477918	0.445503	0.410299
0.0674	0.421565	-0.499753	0.404508	0.32632
0.0675	0.4	-0.519615	0.353553	0.233938
0.0676	0.378041	-0.537427	0.293893	0.134506
0.0677	0.355708	-0.553118	0.226995	0.0295855
0.0678	0.333025	-0.566626	0.154508	-0.0790927
0.0679	0.310012	-0.577898	0.0782172	-0.189668
0.068	0.286694	-0.586889	-3.18594e-15	-0.300194
0.0681	0.263093	-0.593563	-0.0782172	-0.408687
0.0682	0.239233	-0.597896	-0.154508	-0.513172
0.0683	0.215136	-0.599868	-0.226995	-0.611728
0.0684	0.190827	-0.599474	-0.293893	-0.70254
0.0685	0.166329	-0.596713	-0.353553	-0.783937
0.0686	0.141668	-0.591598	-0.404508	-0.854438
0.0687	0.116866	-0.584147	-0.445503	-0.912784
0.0688	0.0919497	-0.574392	-0.475528	-0.95797
0.0689	0.0669423	-0.562369	-0.493844	-0.989271
0.069	0.0418688	-0.548127	-0.5	-1.00626
0.0691	0.0167539	-0.531722	-0.493844	-1.00881
0.0692	-0.00837743	-0.513219	-0.475528	-0.997124
0.0693	-0.0335005	-0.49269	-0.445503	-0.971693
0.0694	-0.0585906	-0.470216	-0.404508	-0.933315
0.0695	-0.0836228	-0.445887	-0.353553	-0.883063
0.0696	-0.108572	-0.419798	-0.293893	-0.822263
0.0697	-0.133415	-0.392052	-0.226995	-0.752463
0.0698	-0.158126	-0.362759	-0.154508	-0.675394
0.0699	-0.182681	-0.332035	-0.0782172	-0.592933
0.07	-0.207055	-0.3	-2.20436e-15	-0.507055
0.0701	-0.231225	-0.266781	0.0782172	-0.419789
0.0702	-0.255167	-0.232509	0.154508	-0.333168
0.0703	-0.278858	-0.19732	0.226995	-0.249182
0.0704	-0.302273	-0.161352	0.293893	-0.169732
0.0705	-0.325389	-0.124747	0.353553	-0.0965829
0.0706	-0.348185	-0.0876498	0.404508	-0.0313262
0.0707	-0.370637	-0.0502067	0.445503	0.0246597
0.0708	-0.392723	-0.0125655	0.475528	0.0702398
0.0709	-0.414422	0.0251254	0.493844	0.104548
0.071	-0.435711	0.0627171	0.5	0.127006
0.0711	-0.456571	0.100061	0.493844	0.137335
0.0712	-0.47698	0.137011	0.475528	0.135559
0.0713	-0.496918	0.173419	0.445503	0.122004
0.0714	-0.516366	0.209143	0.404508	0.0972856
0.0715	-0.535304	0.244042	0.353553	0.0622909
0.0716	-0.553715	0.277978	0.293893	0.0181557
0.0717	-0.571578	0.310816	0.226995	-0.0337667
0.0718	-0.588878	0.342428	0.154508	-0.091941
0.0719	-0.605596	0.372689	0.0782172	-0.15469
0.072	-0.621717	0.401478	4.8924e-16	-0.220238
0.0721	-0.637224	0.428684	-0.0782172	-0.286758
0.0722	-0.652102	0.454197	-0.154508	-0.352414
0.0723	-0.666337	0.477918	-0.226995	-0.415414
0.0724	-0.679914	0.499753	-0.293893	-0.474054
0.0725	-0.69282	0.519615	-0.353553	-0.526758
0.0726	-0.705043	0.537427	-0.404508	-0.572124
0.0727	-0.716569	0.553118	-0.445503	-0.608955
0.0728	-0.727389	0.566626	-0.475528	-0.636291
0.0729	-0.737491	0.577898	-0.493844	-0.653437
0.073	-0.746864	0.586889	-0.5	-0.659976
0.0731	-0.755501	0.593563	-0.493844	-0.655782
0.0732	-0.763392	0.597896	-0.475528	-0.641025
0.0733	-0.77053	0.599868	-0.445503	-0.616165
0.0734	-0.776907	0.599474	-0.404508	-0.581942
0.0735	-0.782518	0.596713	-0.353553	-0.539358
0.0736	-0.787356	0.591598	-0.293893	-0.489651
0.0737	-0.791418	0.584147	-0.226995	-0.434266
0.0738	-0.794698	0.574392	-0.154508	-0.374815
0.0739	-0.797194	0.562369	-0.0782172	-0.313042
0.074	-0.798904	0.548127	1.22588e-15	-0.250776
0.0741	-0.799825	0.531722	0.0782172	-0.189885
0.0742	-0.799956	0.513219	0.154508	-0.132229
0.0743	-0.799298	0.49269	0.226995	-0.0796135
0.0744	-0.797852	0.470216	0.293893	-0.0337429
0.0745	-0.795618	0.445887	0.353553	0.00382277
0.0746	-0.792598	0.419798	0.404508	0.0317082
0.0747	-0.788797	0.392052	0.445503	0.0487588
0.0748	-0.784217	0.362759	0.475528	0.0540708
0.0749	-0.778863	0.332035	0.493844	0.047016
0.075	-0.772741	0.3	0.5	0.0272593
0.0751	-0.765856	0.266781	0.493844	-0.00523032
0.0752	-0.758215	0.232509	0.475528	-0.0501771
0.0753	-0.749826	0.19732	0.445503	-0.107002
0.0754	-0.740696	0.161352	0.404508	-0.174836
0.0755	-0.730836	0.124747	0.353553	-0.252536
0.0756	-0.720255	0.0876498	0.293893	-0.338713
0.0757	-0.708963	0.0502067	0.226995	-0.431761
0.0758	-0.696971	0.0125655	0.154508	-0.529897
0.0759	-0.684291	-0.0251254	0.0782172	-0.6312
0.076	-0.670936	-0.0627171	4.16442e-15	-0.733654
0.0761	-0.656919	-0.100061	-0.0782172	-0.835198
0.0762	-0.642254	-0.137011	-0.154508	-0.933773
0.0763	-0.626955	-0.173419	-0.226995	-1.02737
0.0764	-0.611037	-0.209143	-0.293893	-1.11407
0.0765	-0.594516	-0.244042	-0.353553	-1.19211
0.0766	-0.577408	-0.277978	-0.404508	-1.25989
0.0767	-0.559731	-0.310816	-0.445503	-1.31605
0.0768	-0.541501	-0.342428	-0.475528	-1.35946
0.0769	-0.522736	-0.372689	-0.493844	-1.38927
0.077	-0.503456	-0.401478	-0.5	-1.40493
0.0771	-0.483679	-0.428684	-0.493844	-1.40621
0.0772	-0.463425	-0.454197	-0.475528	-1.39315
0.0773	-0.442713	-0.477918	-0.445503	-1.36613
0.0774	-0.421565	-0.499753	-0.404508	-1.32583
0.0775	-0.4	-0.519615	-0.353553	-1.27317
0.0776	-0.378041	-0.537427	-0.293893	-1.20936
0.0777	-0.355708	-0.553118	-0.226995	-1.13582
0.0778	-0.333025	-0.566626	-0.154508	-1.05416
0.0779	-0.310012	-0.577898	-0.0782172	-0.966127
0.078	-0.286694	-0.586889	-2.44929e-15	-0.873583
0.0781	-0.263093	-0.593563	0.0782172	-0.778439
0.0782	-0.239233	-0.597896	0.154508	-0.68262
0.0783	-0.215136	-0.599868	0.226995	-0.588009
0.0784	-0.190827	-0.599474	0.293893	-0.496408
0.0785	-0.166329	-0.596713	0.353553	-0.409489
0.0786	-0.141668	-0.591598	0.404508	-0.328757
0.0787	-0.116866	-0.584147	0.445503	-0.255511
0.0788	-0.0919497	-0.574392	0.475528	-0.190813
0.0789	-0.0669423	-0.562369	0.493844	-0.135467
0.079	-0.0418688	-0.548127	0.5	-0.089996
0.0791	-0.0167539	-0.531722	0.493844	-0.0546319
0.0792	0.00837743	-0.513219	0.475528	-0.0293129
0.0793	0.0335005	-0.49269	0.445503	-0.0136857
0.0794	0.0585906	-0.470216	0.404508	-0.00711702
0.0795	0.0836228	-0.445887	0.353553	-0.00871073
0.0796	0.108572	-0.419798	0.293893	-0.0173329
0.0797	0.133415	-0.392052	0.226995	-0.0316421
0.0798	0.158126	-0.362759	0.154508	-0.0501251
0.0799	0.182681	-0.332035	0.0782172	-0.071137
0.08	0.207055	-0.3	7.8396e-15	-0.0929448
0.0801	0.231225	-0.266781	-0.0782172	-0.113773
0.0802	0.255167	-0.232509	-0.154508	-0.13185
0.0803	0.278858	-0.19732	-0.226995	-0.145458
0.0804	0.302273	-0.161352	-0.293893	-0.152972
0.0805	0.325389	-0.124747	-0.353553	-0.152911
0.0806	0.348185	-0.0876498	-0.404508	-0.143973
0.0807	0.370637	-0.0502067	-0.445503	-0.125073
0.0808	0.392723	-0.0125655	-0.475528	-0.0953707
0.0809	0.414422	0.0251254	-0.493844	-0.0542972
0.081	0.435711	0.0627171	-0.5	-0.00157169
0.0811	0.456571	0.100061	-0.493844	0.0627879
0.0812	0.47698	0.137011	-0.475528	0.138462
0.0813	0.496918	0.173419	-0.445503	0.224834
0.0814	0.516366	0.209143	-0.404508	0.321001
0.0815	0.535304	0.244042	-0.353553	0.425793
0.0816	0.553715	0.277978	-0.293893	0.5378
0.0817	0.571578	0.310816	-0.226995	0.655399
0.0818	0.588878	0.342428	-0.154508	0.776797
0.0819	0.605596	0.372689	-0.0782172	0.900067
0.082	0.621717	0.401478	-1.32299e-14	1.0232
0.0821	0.637224	0.428684	0.0782172	1.14412
0.0822	0.652102	0.454197	0.154508	1.26081
0.0823	0.666337	0.477918	0.226995	1.37125
0.0824	0.679914	0.499753	0.293893	1.47356
0.0825	0.69282	0.519615	0.353553	1.56599
0.0826	0.705043	0.537427	0.404508	1.64698
0.0827	0.716569	0.553118	0.445503	1.71519
0.0828	0.727389	0.566626	0.475528	1.76954
0.0829	0.737491	0.577898	0.493844	1.80923
0.083	0.746864	0.586889	0.5	1.83375
0.0831	0.755501	0.593563	0.493844	1.84291
0.0832	0.763392	0.597896	0.475528	1.83682
0.0833	0.77053	0.599868	0.445503	1.8159
0.0834	0.776907	0.599474	0.404508	1.78089
0.0835	0.782518	0.596713	0.353553	1.73278
0.0836	0.787356	0.591598	0.293893	1.67285
0.0837	0.791418	0.584147	0.226995	1.60256
0.0838	0.794698	0.574392	0.154508	1.5236
0.0839	0.797194	0.562369	0.0782172	1.43778
0.084	0.798904	0.548127	4.40935e-15	1.34703
0.0841	0.799825	0.531722	-0.0782172	1.25333
0.0842	0.799956	0.513219	-0.154508	1.15867
0.0843	0.799298	0.49269	-0.226995	1.06499
0.0844	0.797852	0.470216	-0.293893	0.974175
0.0845	0.795618	0.445887	-0.353553	0.887951
0.0846	0.792598	0.419798	-0.404508	0.807888
0.0847	0.788797	0.392052	-0.445503	0.735346
0.0848	0.784217	0.362759	-0.475528	0.671448
0.0849	0.778863	0.332035	-0.493844	0.617054
0.085	0.772741	0.3	-0.5	0.572741
0.0851	0.765856	0.266781	-0.493844	0.538793
0.0852	0.758215	0.232509	-0.475528	0.515196
0.0853	0.749826	0.19732	-0.445503	0.501642
0.0854	0.740696	0.161352	-0.404508	0.49754
0.0855	0.730836	0.124747	-0.353553	0.50203
0.0856	0.720255	0.0876498	-0.293893	0.514012
0.0857	0.708963	0.0502067	-0.226995	0.532174
0.0858	0.696971	0.0125655	-0.154508	0.555028
0.0859	0.684291	-0.0251254	-0.0782172	0.580949
0.086	0.670936	-0.0627171	-9.79965e-15	0.608219
0.0861	0.656919	-0.100061	0.0782172	0.635075
0.0862	0.642254	-0.137011	0.154508	0.659752
0.0863	0.626955	-0.173419	0.226995	0.680531
0.0864	0.611037	-0.209143	0.293893	0.695786
0.0865	0.594516	-0.244042	0.353553	0.704027
0.0866	0.577408	-0.277978	0.404508	0.703939
0.0867	0.559731	-0.310816	0.445503	0.694418
0.0868	0.541501	-0.342428	0.475528	0.674601
0.0869	0.522736	-0.372689	0.493844	0.643892
0.087	0.503456	-0.401478	0.5	0.601978
0.0871	0.483679	-0.428684	0.493844	0.54884
0.0872	0.463425	-0.454197	0.475528	0.484756
0.0873	0.442713	-0.477918	0.445503	0.410299
0.0874	0.421565	-0.499753	0.404508	0.32632
0.0875	0.4	-0.519615	0.353553	0.233938
0.0876	0.378041	-0.537427	0.293893	0.134506
0.0877	0.355708	-0.553118	0.226995	0.0295855
0.0878	0.333025	-0.566626	0.154508	-0.0790927
0.0879	0.310012	-0.577898	0.0782172	-0.189668
0.088	0.286694	-0.586889	9.79098e-16	-0.300194
0.0881	0.263093	-0.593563	-0.0782172	-0.408687
0.0882	0.239233	-0.597896	-0.154508	-0.513172
0.0883	0.215136	-0.599868	-0.226995	-0.611728
0.0884	0.190827	-0.599474	-0.293893	-0.70254
0.0885	0.166329	-0.596713	-0.353553	-0.783937
0.0886	0.141668	-0.591598	-0.404508	-0.854438
0.0887	0.116866	-0.584147	-0.445503	-0.912784
0.0888	0.0919497	-0.574392	-0.475528	-0.95797
0.0889	0.0669423	-0.562369	-0.493844	-0.989271
0.089	0.0418688	-0.548127	-0.5	-1.00626
0.0891	0.0167539	-0.531722	-0.493844	-1.00881
0.0892	-0.00837743	-0.513219	-0.475528	-0.997124
0.0893	-0.0335005	-0.49269	-0.445503	-0.971693
0.0894	-0.0585906	-0.470216	-0.404508	-0.933315
0.0895	-0.0836228	-0.445887	-0.353553	-0.883063
0.0896	-0.108572	-0.419798	-0.293893	-0.822263
0.0897	-0.133415	-0.392052	-0.226995	-0.752463
0.0898	-0.158126	-0.362759	-0.154508	-0.675394
0.0899	-0.182681	-0.332035	-0.0782172	-0.592933
0.09	-0.207055	-0.3	-6.3694e-15	-0.507055
0.0901	-0.231225	-0.266781	0.0782172	-0.419789
0.0902	-0.255167	-0.232509	0.154508	-0.333168
0.0903	-0.278858	-0.19732	0.226995	-0.249182
0.0904	-0.302273	-0.161352	0.293893	-0.169732
0.0905	-0.325389	-0.124747	0.353553	-0.0965829
0.0906	-0.348185	-0.0876498	0.404508	-0.0313262
0.0907	-0.370637	-0.0502067	0.445503	0.0246597
0.0908	-0.392723	-0.0125655	0.475528	0.0702398
0.0909	-0.414422	0.0251254	0.493844	0.104548
0.091	-0.435711	0.0627171	0.5	0.127006
0.0911	-0.456571	0.100061	0.493844	0.137335
0.0912	-0.47698	0.137011	0.475528	0.135559
0.0913	-0.496918	0.173419	0.445503	0.122004
0.0914	-0.516366	0.209143	0.404508	0.0972856
0.0915	-0.535304	0.244042	0.353553	0.0622909
0.0916	-0.553715	0.277978	0.293893	0.0181557
0.0917	-0.571578	0.310816	0.226995	-0.0337667
0.0918	-0.588878	0.342428	0.154508	-0.091941
0.0919	-0.605596	0.372689	0.0782172	-0.15469
0.092	-0.621717	0.401478	1.17597e-14	-0.220238
0.0921	-0.637224	0.428684	-0.0782172	-0.286758
0.0922	-0.652102	0.454197	-0.154508	-0.352414
0.0923	-0.666337	0.477918	-0.226995	-0.415414
0.0924	-0.679914	0.499753	-0.293893	-0.474054
0.0925	-0.69282	0.519615	-0.353553	-0.526758
0.0926	-0.705043	0.537427	-0.404508	-0.572124
0.0927	-0.716569	0.553118	-0.445503	-0.608955
0.0928	-0.727389	0.566626	-0.475528	-0.636291
0.0929	-0.737491	0.577898	-0.493844	-0.653437
0.093	-0.746864	0.586889	-0.5	-0.659976
0.0931	-0.755501	0.593563	-0.493844	-0.655782
0.0932	-0.763392	0.597896	-0.475528	-0.641025
0.0933	-0.77053	0.599868	-0.445503	-0.616165
0.0934	-0.776907	0.599474	-0.404508	-0.581942
0.0935	-0.782518	0.596713	-0.353553	-0.539358
0.0936	-0.787356	0.591598	-0.293893	-0.489651
0.0937	-0.791418	0.584147	-0.226995	-0.434266
0.0938	-0.794698	0.574392	-0.154508	-0.374815
0.0939	-0.797194	0.562369	-0.0782172	-0.313042
0.094	-0.798904	0.548127	-1.715e-14	-0.250776
0.0941	-0.799825	0.531722	0.0782172	-0.189885
0.0942	-0.799956	0.513219	0.154508	-0.132229
0.0943	-0.799298	0.49269	0.226995	-0.0796135
0.0944	-0.797852	0.470216	0.293893	-0.0337429
0.0945	-0.795618	0.445887	0.353553	0.00382277
0.0946	-0.792598	0.419798	0.404508	0.0317082
0.0947	-0.788797	0.392052	0.445503	0.0487588
0.0948	-0.784217	0.362759	0.475528	0.0540708
0.0949	-0.778863	0.332035	0.493844	0.047016
0.095	-0.772741	0.3	0.5	0.0272593
0.0951	-0.765856	0.266781	0.493844	-0.00523032
0.0952	-0.758215	0.232509	0.475528	-0.0501771
0.0953	-0.749826	0.19732	0.445503	-0.107002
0.0954	-0.740696	0.161352	0.404508	-0.174836
0.0955	-0.730836	0.124747	0.353553	-0.252536
0.0956	-0.720255	0.0876498	0.293893	-0.338713
0.0957	-0.708963	0.0502067	0.226995	-0.431761
0.0958	-0.696971	0.0125655	0.154508	-0.529897
0.0959	-0.684291	-0.0251254	0.0782172	-0.6312
0.096	-0.670936	-0.0627171	8.32946e-15	-0.733654
0.0961	-0.656919	-0.100061	-0.0782172	-0.835198
0.0962	-0.642254	-0.137011	-0.154508	-0.933773
0.0963	-0.626955	-0.173419	-0.226995	-1.02737
0.0964	-0.611037	-0.209143	-0.293893	-1.11407
0.0965	-0.594516	-0.244042	-0.353553	-1.19211
0.0966	-0.577408	-0.277978	-0.404508	-1.25989
0.0967	-0.559731	-0.310816	-0.445503	-1.31605
0.0968	-0.541501	-0.342428	-0.475528	-1.35946
0.0969	-0.522736	-0.372689	-0.493844	-1.38927
0.097	-0.503456	-0.401478	-0.5	-1.40493
0.0971	-0.483679	-0.428684	-0.493844	-1.40621
0.0972	-0.463425	-0.454197	-0.475528	-1.39315
0.0973	-0.442713	-0.477918	-0.445503	-1.36613
0.0974	-0.421565	-0.499753	-0.404508	-1.32583
0.0975	-0.4	-0.519615	-0.353553	-1.27317
0.0976	-0.378041	-0.537427	-0.293893	-1.20936
0.0977	-0.355708	-0.553118	-0.226995	-1.13582
0.0978	-0.333025	-0.566626	-0.154508	-1.05416
0.0979	-0.310012	-0.577898	-0.0782172	-0.966127
0.098	-0.286694	-0.586889	-1.37198e-14	-0.873583
0.0981	-0.263093	-0.593563	0.0782172	-0.778439
0.0982	-0.239233	-0.597896	0.154508	-0.68262
0.0983	-0.215136	-0.599868	0.226995	-0.588009
0.0984	-0.190827	-0.599474	0.293893	-0.496408
0.0985	-0.166329	-0.596713	0.353553	-0.409489
0.0986	-0.141668	-0.591598	0.404508	-0.328757
0.0987	-0.116866	-0.584147	0.445503	-0.255511
0.0988	-0.0919497	-0.574392	0.475528	-0.190813
0.0989	-0.0669423	-0.562369	0.493844	-0.135467
0.099	-0.0418688	-0.548127	0.5	-0.089996
0.0991	-0.0167539	-0.531722	0.493844	-0.0546319
0.0992	0.00837743	-0.513219	0.475528	-0.0293129
0.0993	0.0335005	-0.49269	0.445503	-0.0136857
0.0994	0.0585906	-0.470216	0.404508	-0.00711702
0.0995	0.0836228	-0.445887	0.353553	-0.00871073
0.0996	0.108572	-0.419798	0.293893	-0.0173329
0.0997	0.133415	-0.392052	0.226995	-0.0316421
0.0998	0.158126	-0.362759	0.154508	-0.0501251
0.0999	0.182681	-0.332035	0.0782172	-0.071137
